;Europe * France;Europe * France
2015-11-01;101,706019;101,274779
2015-12-01;102,343925;102,023405
2016-01-01;102,580801;102,718214
2016-02-01;102,181866;103,205243
2016-03-01;101,260886;102,362182
2016-04-01;100,044516;100,819811
2016-05-01;98,767531;99,000029
2016-06-01;97,550507;97,655386
2016-07-01;96,429762;96,891294
2016-08-01;95,515825;95,601838
2016-09-01;94,766453;94,193336
2016-10-01;94,045219;93,393081
2016-11-01;93,263471;92,970577
2016-12-01;92,46246;92,488082
2017-01-01;91,797587;91,203639
2017-02-01;91,272961;89,994716
2017-03-01;90,794958;90,651945
2017-04-01;90,368252;92,003778
2017-05-01;90,006358;91,868367
2017-06-01;89,721181;90,59826
2017-07-01;89,641792;89,5467
2017-08-01;89,787256;89,414321
2017-09-01;90,103636;90,005564
2017-10-01;90,55201;90,742628
2017-11-01;91,143166;91,358986
2017-12-01;91,751102;91,483788
2018-01-01;92,290688;91,36375
2018-02-01;92,801735;92,005251
2018-03-01;93,230617;93,340992
2018-04-01;93,472914;93,752274
2018-05-01;93,459866;93,353774
2018-06-01;93,198284;93,265356
2018-07-01;92,731384;92,893242
2018-08-01;92,275658;92,380727
2018-09-01;92,090926;92,42504
2018-10-01;92,252657;92,542566
2018-11-01;92,562818;92,291045
2018-12-01;92,836807;92,327405
2019-01-01;92,948992;92,778227
2019-02-01;92,715677;92,612601
2019-03-01;92,239354;91,713047
2019-04-01;91,759516;91,076615
2019-05-01;91,57169;90,90975
2019-06-01;91,889843;91,221894
2019-07-01;92,634179;92,809663
2019-08-01;93,375018;94,705887
2019-09-01;93,710436;95,288971
2019-10-01;93,424611;94,526694
2019-11-01;92,539722;92,518514
2019-12-01;91,295124;90,555573
2020-01-01;90,041048;90,19432
2020-02-01;89,18217;89,761886
2020-03-01;88,948357;88,235646
2020-04-01;89,260065;88,045748
2020-05-01;89,832377;89,642223
2020-06-01;90,249307;91,194163
2020-07-01;90,161311;91,658274
2020-08-01;89,490702;90,911787
2020-09-01;88,324246;89,274498
2020-10-01;86,878609;87,068
2020-11-01;85,516592;84,881279
2020-12-01;84,45784;83,812301
2021-01-01;83,714613;83,444085
2021-02-01;83,096486;82,406369
2021-03-01;82,37821;81,301303
2021-04-01;81,434783;80,736645
2021-05-01;80,271014;80,243715
2021-06-01;79,025984;79,436423
2021-07-01;77,942312;78,530345
2021-08-01;77,179474;78,009235
2021-09-01;76,738987;77,634903
