;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
2000-08-31;1,059106;0,975102;5,172161;0,850369;2,969619;0,905737
2000-09-30;0,975397;0,981735;-2,080914;1,100282;9,231909;-3,980136
2000-10-31;1,040509;1,058044;5,923939;0,995889;0,438138;-3,316231
2000-11-30;1,003983;1,020811;5,153059;1,027295;-5,345424;-5,827867
2000-12-31;0,94723;0,977904;-3,357872;1,080514;-19,27117;-7,45413
2001-01-31;1,082432;1,036713;0,49152;0,880235;-0,645317;-1,971738
2001-02-28;0,922721;0,909979;-5,923218;0,894135;2,502363;-11,204
2001-03-31;1,022983;1,035912;-0,068245;1,096433;14,477898;3,061769
2001-04-30;0,995067;0,991769;-3,177765;0,972601;12,168835;5,427609
2001-05-31;1,046135;1,053109;1,594466;0,941591;8,032574;13,106629
2001-06-30;0,937911;0,985074;-4,093103;1,136543;12,144597;8,513218
2001-07-31;0,979256;0,983849;0,740442;1,036401;-36,227391;4,381589
2001-08-31;1,050019;0,967514;4,278177;0,848193;2,678648;-0,156965
2001-09-30;0,938781;0,944486;-3,703504;1,09257;8,380642;-7,388414
2001-10-31;1,097508;1,102366;9,220537;0,996773;0,51998;-0,437544
2001-11-30;0,994153;1,015455;3,552703;1,026579;-5,390163;-5,637891
2001-12-31;0,952349;0,980095;-3,058274;1,082717;-19,131032;-8,251557
2002-01-31;1,066373;1,034347;0,208601;0,884878;-0,017548;-2,26752
2002-02-28;0,925322;0,912653;-7,223335;0,894411;2,493769;-11,032331
2002-03-31;1,010432;0,99772;-0,415412;1,096573;14,489051;0,598607
2002-04-30;1,024638;1,04199;-0,200403;0,977451;12,846783;10,366754
2002-05-31;1,034182;1,037401;0,320633;0,940815;7,830594;11,577827
2002-06-30;0,90483;0,950151;-5,771288;1,131913;11,704175;5,913037
2002-07-31;1,023674;1,024626;3,229181;1,035957;-36,18344;7,923339
2002-08-31;0,994014;0,931727;2,39932;0,843849;2,012306;-4,07028
2002-09-30;0,988309;0,980183;-2,339419;1,088269;8,015326;-4,742204
2002-10-31;1,086919;1,093846;11,897417;0,99972;0,88095;-0,792695
2002-11-30;0,958048;0,980109;0,845796;1,025601;-5,418389;-9,08118
2002-12-31;1,000987;1,034354;-0,60844;1,089335;-18,42842;-4,008764
2003-01-31;1,057113;1,025471;-1,358706;0,885853;-0,041542;-2,974446
2003-02-28;0,924949;0,914522;-7,432353;0,894452;2,37753;-10,707192
2003-03-31;0,991861;0,994506;-0,846648;1,098354;14,718258;0,142228
2003-04-30;1,056671;1,04783;0,619186;0,980974;13,188315;11,484339
2003-05-31;0,979014;0,989532;-2,694112;0,939893;7,593973;7,889929
2003-06-30;0,956796;0,987781;-3,480718;1,130754;11,753604;9,515069
2003-07-31;1,006281;1,01655;3,911502;1,032711;-36,259926;8,290448
2003-08-31;0,958724;0,907404;0,24467;0,839447;1,292036;-7,522046
2003-09-30;1,0374;1,029058;0,422832;1,085026;7,762287;-1,173352
2003-10-31;1,077851;1,078191;9,122503;0,999812;0,731751;-1,921104
2003-11-30;0,920761;0,941692;-0,843009;1,025036;-5,344603;-12,669098
2003-12-31;1,053107;1,085134;1,043102;1,094643;-17,811373;-0,562821
2004-01-31;1,000498;0,9841;-1,339338;0,88622;-0,231243;-6,337817
2004-02-29;0,927411;0,921591;-7,475677;0,895453;2,31432;-9,988172
2004-03-31;1,10588;1,083665;3,18726;1,103888;15,5305;7,727895
2004-04-30;1,029271;1,029632;-2,43309;0,98127;12,86475;10,67932
2004-05-31;0,951349;0,954357;-5,287937;0,941592;7,790839;4,256556
2004-06-30;1,009942;1,043715;0,62042;1,130089;11,930298;14,328334
2004-07-31;0,945662;0,95899;2,306658;1,026712;-36,559832;4,686959
2004-08-31;1,014217;0,960697;2,038606;0,838356;1,104845;-4,656146
2004-09-30;1,024865;1,015297;1,806489;1,078451;7,012945;-2,477288
2004-10-31;0,986941;0,996623;4,626326;1,000789;0,642142;-7,946405
2004-11-30;1,018256;1,029395;3,428832;1,027929;-4,701238;-5,995085
2004-12-31;1,034063;1,073272;2,876448;1,096573;-17,47767;-0,811119
2005-01-31;0,969906;0,952223;-3,404969;0,887178;-0,413372;-9,369159
2005-02-28;0,92133;0,91588;-8,485385;0,897201;2,250866;-10,277301
2005-03-31;1,112816;1,071728;2,274487;1,105895;15,87259;7,55846
2005-04-30;0,975461;0,99534;-5,934527;0,981761;12,429397;7,825988
2005-05-31;0,999404;1,000654;-2,799138;0,948809;8,950609;8,446713
2005-06-30;0,999904;1,02908;0,563708;1,122899;11,247755;12,305881
2005-07-31;0,912868;0,926141;-0,118963;1,021455;-36,682224;2,749194
2005-08-31;1,065071;1,00849;5,33243;0,836699;0,748491;-2,156891
2005-09-30;1,017055;1,009273;0,99484;1,067697;5,616084;-2,626571
2005-10-31;0,992422;0,99756;3,939272;1,008028;1,402269;-8,173139
2005-11-30;1,019313;1,033335;5,453338;1,029878;-3,970437;-5,779131
2005-12-31;0,98617;1,032686;0,934314;1,094455;-17,418994;-3,085132
2006-01-31;1,015261;0,999544;-1,966148;0,891537;-0,171941;-4,880325
2006-02-28;0,919229;0,914173;-8,92062;0,901074;2,367688;-9,939194
2006-03-31;1,076919;1,051088;1,833554;1,104564;15,84276;6,09297
2006-04-30;0,961758;0,958461;-6,522091;0,985029;12,216192;4,60061
2006-05-31;1,049941;1,046174;0,023037;0,955254;10,092652;10,896473
2006-06-30;0,99201;1,025294;0,015004;1,110781;9,98408;11,525196
2006-07-31;0,919974;0,928899;0,09246;1,020041;-36,279853;2,727286
2006-08-31;1,052058;1,007708;6,280346;0,832463;-0,181386;-2,253726
2006-09-30;0,981873;0,972334;-1,757244;1,054127;3,689844;-5,583563
2006-10-31;1,041847;1,047528;5,170026;1,022762;3,191029;-3,131182
