;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
1999-06-30;104,466003;119,213729;85,524652;107,922747;115,983881;73,03688
1999-07-31;107,278645;108,142283;84,3428;95,761588;64,372333;75,074937
1999-08-31;110,858849;104,172008;87,121664;79,132713;104,303187;64,503289
1999-09-30;107,270625;111,850762;84,612103;104,798787;113,359181;69,796046
1999-10-31;112,602308;121,043803;89,361166;93,152302;102,558329;68,915512
1999-11-30;107,694743;107,616771;91,835101;97,278326;97,646524;62,711426
1999-12-31;109,30638;115,145519;82,592058;100,912646;82,288774;66,887335
2000-01-31;112,880947;113,66801;83,678174;78,738811;96,967176;65,04238
2000-02-29;99,297151;102,109386;81,245225;83,963255;105,06516;58,241918
2000-03-31;114,695598;118,915581;89,350868;103,032599;117,163081;76,223031
2000-04-30;107,472469;114,061678;81,401696;85,815289;108,059429;70,831291
2000-05-31;110,062895;120,09305;90,971575;89,514587;111,693344;83,967263
2000-06-30;101,472883;113,783327;89,458895;104,560398;112,370395;75,612234
2000-07-31;104,904558;115,715926;87,295153;93,561295;62,893261;72,652384
2000-08-31;108,866182;109,567405;96,269631;79,671417;105,013237;67,388239
2000-09-30;106,910342;119,475796;88,081505;100,687081;108,911618;68,166868
2000-10-31;104,331863;125,815816;94,887411;90,249772;99,362719;64,951954
2000-11-30;82,981752;121,910844;95,950475;94,401421;94,758726;64,409378
2000-12-31;99,193125;120,247112;86,072375;98,164809;80,04806;68,476392
2001-01-31;96,864233;116,290697;91,584395;81,433107;100,285209;58,385284
2001-02-28;93,692302;109,274381;84,342609;81,657338;102,179705;56,267617
2001-03-31;104,81181;124,119012;89,103628;100,350916;114,113608;67,209479
2001-04-30;110,626338;121,791215;85,715633;89,736544;112,997107;74,999284
2001-05-31;105,547128;121,807043;91,719088;89,228452;111,33631;76,029128
2001-06-30;101,76341;122,735431;84,55807;105,690417;113,584813;79,932527
2001-07-31;104,891015;119,440929;89,730557;96,47163;64,849631;73,084568
2001-08-31;110,318339;113,647594;93,967173;79,826599;105,217778;69,430749
2001-09-30;110,720388;119,874413;84,304707;99,532682;107,662922;67,479794
2001-10-31;116,909754;127,452851;98,896211;91,318706;100,539588;58,174779
2001-11-30;113,323837;121,104385;93,726408;95,816675;96,179339;59,967812
2001-12-31;109,977279;121,830671;85,778842;98,330647;80,18329;65,116906
2002-01-31;114,012188;116,921484;90,933258;85,03017;104,715008;68,196686
2002-02-28;103,917203;107,400407;82,577418;84,071881;105,201094;63,665915
2002-03-31;114,974468;124,779062;90,592373;102,182251;116,196105;78,117886
2002-04-30;109,592188;115,945573;91,635421;92,166801;116,057304;79,281103
2002-05-31;109,435393;114,574584;92,24151;88,103374;109,932475;75,335416
2002-06-30;104,807095;113,765448;83,846095;103,876228;111,635127;78,738701
2002-07-31;106,46603;112,541773;95,680768;98,546069;66,244097;69,951907
2002-08-31;112,330953;106,433793;94,589353;79,209427;104,404291;62,684588
2002-09-30;109,798126;112,332253;89,187806;101,125895;109,386271;63,176736
2002-10-31;114,219885;116,35267;106,818474;95,477961;105,118818;65,587237
2002-11-30;106,560875;108,739579;93,166866;95,656899;96,018957;65,965319
2002-12-31;109,213523;114,517377;92,643034;102,31514;83,432425;63,643728
2003-01-31;112,103183;109,248863;90,543587;82,228055;101,26419;66,893
2003-02-28;103,563797;103,469142;85,592182;82,129532;102,770582;61,31191
2003-03-31;117,335907;114,569925;90,024954;98,799419;112,349334;79,157636
2003-04-30;112,132309;111,406293;96,148615;92,406031;116,358551;83,048177
2003-05-31;110,399627;110,128227;91,433046;85,345084;106,490779;85,650546
2003-06-30;107,987302;109,111774;90,155682;103,340535;111,059414;91,0043
2003-07-31;105,647053;105,195709;99,899518;96,328865;64,753661;84,238219
2003-08-31;107,116699;100,006163;93,832801;74,834659;98,638012;80,67442
2003-09-30;108,770099;107,751399;97,05443;101,346746;109,625165;67,8844
2003-10-31;112,8384;113,59365;106,396437;91,268919;100,484772;64,573542
2003-11-30;107,267072;109,667349;93,165475;91,736912;92,084139;64,664422
2003-12-31;106,550932;112,873724;98,306189;102,142521;83,291671;68,613552
2004-01-31;111,829683;109,280284;98,18865;81,319216;100,144958;64,199135
2004-02-29;99,015315;99,571824;91,773526;82,129501;102,770548;65,826608
2004-03-31;111,63833;114,590133;105,092718;104,071057;118,343952;73,965373
2004-04-30;106,298304;107,299891;97,186017;90,154737;113,523693;76,810156
2004-05-31;103,529936;105,680392;91,933204;83,489069;104,174894;77,572531
2004-06-30;105,953606;111,680321;102,675388;108,086772;116,160169;79,744098
2004-07-31;103,100616;102,738653;102,802408;94,531453;63,545413;72,682781
2004-08-31;107,242766;102,000955;101,516039;77,87207;102,641563;67,205608
2004-09-30;104,703356;104,754083;102,873125;101,704772;110,012437;67,758304
2004-10-31;111,099447;109,220006;102,924256;89,130756;98,130709;68,169482
2004-11-30;102,132723;101,771892;104,890347;95,613935;95,975841;64,667576
2004-12-31;105,619765;108,621242;104,938311;103,212994;84,164585;71,623507
2005-01-31;110,2635;107,167581;94,801175;79,869716;98,359889;71,62736
2005-02-28;96,512649;96,661029;91,14935;81,61759;102,129975;68,975135
2005-03-31;109,012211;108,764681;101,628123;103,06504;117,199965;82,804855
2005-04-30;108,287264;108,823271;92,824012;89,085861;112,177758;91,5323
2005-05-31;106,286059;110,772867;97,265074;87,802638;109,557229;92,018454
2005-06-30;102,293793;107,470323;100,70825;106,098518;114,023405;92,398763
2005-07-31;100,33275;100,442574;98,954183;90,921508;61,118754;88,90294
2005-08-31;104,809927;101,424871;107,082335;78,273766;103,171023;74,483036
2005-09-30;105,736544;103,494427;102,752229;99,977193;108,14374;78,786437
2005-10-31;109,066979;107,326355;104,353173;88,813835;97,781783;78,130975
2005-11-30;103,955063;103,872517;107,985453;95,802882;96,165494;74,463058
2005-12-31;109,007479;110,764091;101,901663;102,17339;83,31684;80,961387
2006-01-31;105,049791;100,803938;99,447424;80,582552;99,237757;80,355421
2006-02-28;96,92746;93,179453;92,905764;81,008534;101,367852;74,159524
2006-03-31;112,467165;101,236306;104,576383;104,928061;119,318488;87,700048
2006-04-30;104,635818;89,172282;93,800658;87,672947;110,398603;94,076872
2006-05-31;102,612099;89,041979;103,564479;91,342554;113,974223;92,550728
2006-06-30;101,058422;91,593092;103,206153;100,798726;108,327753;100,613321
2006-07-31;97,226911;91,886427;102,369933;98,472231;66,194467;93,856778
2006-08-31;104,693892;95,019219;109,434158;78,098578;102,94011;76,622413
2006-09-30;103,746062;101,404079;99,963347;95,56163;103,367497;78,957819
2006-10-31;105,930743;104,470672;106,519169;93,351661;102,777816;78,512976
2006-11-30;102,602842;99,918073;107,13372;98,398213;98,770653;74,840985
2006-12-31;105,670781;103,79415;101,407187;99,48067;81,121078;85,755938
2007-01-31;103,93778;98,50946;103,881012;86,804613;106,900245;79,374743
2007-02-28;97,773256;92,488775;92,398305;86,67052;108,452827;78,586519
2007-03-31;112,072997;101,668726;102,867517;106,747915;121,387927;93,596606
2007-04-30;106,883501;100,329298;99,698649;94,239266;118,666975;100,738502
2007-05-31;104,394198;97,273686;103,499641;92,488961;115,404667;93,476656
2007-06-30;103,783837;102,90577;99,979308;102,380202;110,027351;101,807083
2007-07-31;102,779731;101,345419;102,465385;90,823712;61,053017;98,247649
2007-08-31;106,507259;97,36861;109,64098;77,59886;102,281441;80,910818
2007-09-30;105,214157;99,098201;97,760539;92,257219;99,793172;89,781948
2007-10-31;107,832405;105,271387;112,748956;104,782385;115,362755;93,319609
2007-11-30;101,570789;101,279354;106,241925;101,042158;101,424598;88,739161
2007-12-31;102,664063;105,057369;100,937046;104,62662;85,317319;88,684315
2008-01-31;102,188506;99,873301;100,912495;105,429146;108,564532;86,258196
2008-02-29;94,917952;92,162825;95,780493;101,582119;112,024797;79,000668
2008-03-31;103,251501;100,908196;97,014361;112,930647;115,622353;88,050855
2008-04-30;104,305589;101,245365;102,874404;110,217818;122,894419;92,484064
2008-05-31;102,674586;99,696004;100,051015;104,274495;111,440715;93,222574
2008-06-30;99,261332;100,70255;98,180289;114,032018;104,834965;86,287363
2008-07-31;100,512918;98,323365;107,339287;111,777907;66,557217;95,428436
2008-08-31;103,790323;93,640174;99,508887;86,244564;98,428971;81,918761
2008-09-30;103,710616;95,98195;103,85357;110,8984;109,155929;80,187127
2008-10-31;106,569493;100,583306;111,114169;116,501511;111,821277;85,193736
2008-11-30;100,749474;94,807226;99,154975;100,652501;93,074089;77,421806
2008-12-31;104,001732;101,989863;109,867585;116,383903;86,587613;91,142888
2009-01-31;104,100014;95,09802;103,546497;95,099588;88,428466;82,405895
2009-02-28;92,979824;86,67141;96,946213;97,990778;96,951322;81,56847
2009-03-31;106,37237;96,264191;103,128024;111,273856;103,303932;90,306528
2009-04-30;100,597749;97,514719;103,373324;114,016286;100,742128;97,255937
2009-05-31;101,171151;98,191633;97,915496;97,677861;108,108467;91,937637
2009-06-30;99,258627;96,065614;100,328918;117,722669;112,987743;93,564855
2009-07-31;96,640845;94,80893;113,493397;108,721388;64,822766;96,38917
2009-08-31;104,375395;94,87016;105,182712;84,764777;80,550587;87,88183
2009-09-30;102,73455;94,941467;104,204638;118,787914;88,648578;88,773645
2009-10-31;105,255043;101,561932;109,50004;114,430563;97,779279;87,338573
2009-11-30;101,137401;98,88924;104,596134;114,162447;93,954284;82,722391
2009-12-31;103,079099;104,113699;110,006819;119,067842;74,881014;89,436039
2010-01-31;103,720805;94,826513;102,606839;97,116436;85,581516;84,73869
2010-02-28;93,460977;89,68796;95,318476;101,979372;86,252532;80,711878
2010-03-31;108,705776;100,038264;108,256771;124,680372;106,937577;90,66308
2010-04-30;101,293078;96,535954;100,814494;109,254395;102,495259;101,98165
2010-05-31;104,289002;101,010883;100,931169;104,905476;108,622391;94,460495
2010-06-30;103,542674;100,704942;103,51979;122,68232;110,910971;98,270457
2010-07-31;100,042308;96,04043;107,06675;109,203518;61,714227;104,496444
