;period;start;end;n;missing;start;end;n;log;adjust;lp;ntd;nmh;td-derived;td-ftest;easter;nout;noutao;noutls;nouttc;noutso;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;out(27);;;out(28);;;out(29);;;out(30);;;out(31);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2399;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;5;2;2;1;0;;AO (4-2020);-1,543686;-15,8485;AO (3-2020);-0,634647;-6,5157;TC (1-2011);0,607152;6,4794;LS (11-2008);-0,439195;-6,416;LS (2-2010);0,292775;4,2738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;394;11;282,883752405;-1583,142152275;5,423575886;3188,284304551;3188,975404027;3232,024164553;-4,133911521;0,118843997;0,117326131;-0,974938;Normal with Mean = 0.0 and Stdev = 0.12340351046845907;0,27596;0,0253;Normal with Mean = 3.0 and Stdev = 0.24680702093691814;3,923023;0,0002;13,387885;21,381133;Chi2 with 19 degrees of freedom ;48,502479;0,0002;0,024314;20,408562;46,855872;0,023455;0,319362;5,71692;-0,199746;82,257967;(2,0,1)(1,1,1);0;2;0;1;1;1;1;-0,631647;-0,155917;;-0,248738;-0,357185;;-0,700948;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,016022705;0,907533983;0,025015223;0;0,082097282;1,030669192;3426,978089251;3432,494508392;0,351620109;0,772600421;0,99683464;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000031598;0;0,39482135;0,987916492;0,734135363;0,890112738;0,353533877;--.--.--.--.--.A-;None;None;0,001905485;0,391374616;0,751576283;0,385747588;0,999946149;0,830377114;--.--.--.--.--.--;None;None;0,055994151;0,748230135;0,743978998;0,369481698;0,999965442;0,971722001;0,843214183;--.--.--.--.--.--;None;None;0,000474757;0,485349161;-0,478068922;0;0,010154185;0,000000016;0,064796442;0,000003453;0,006156707;5,079156554;8,685499511;3,503813903;3,517897677;4,458104664;2,915804655;3,566416003;3,300824863;6,915026483;3,806845351;2,775356708;4,976689856;2,504129078;3,536935646;3,004188871;23-Henderson;3x5;0,086431408;0,137875985;1,541990068;0,19837069;2,074181125;0,198474439;0,173352724;0,360096752;0,167948029;0,334318091;0,32397669;0,536383945;0,585637738;Good;0;Bad;0,061;Good;Good;Bad;0,001;Good;0,316;Severe;0;Good;0,291;Good;0,012;Good;0,773;Good;0,997;Good;0,536;Good;0,586;;;;;;;Good;0,369;Good;0,325;Good;0,979;Good;0,928;Good;0,208;Good;0,336;Good;0,456;Uncertain;0,01;Good;0,065;Severe
RF2410;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;7;2;2;3;0;;LS (3-2020);-38,090095;-7,2968;LS (11-2008);-34,676369;-6,7269;TC (3-2009);-28,00758;-5,3677;TC (8-2023);25,863992;4,2939;AO (12-2020);20,879703;4,315;AO (2-2023);-20,938216;-4,0902;TC (6-2023);-23,445313;-4,0418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;10;-1266,785079462;-1266,785079462;14171,915404691;2553,570158924;2554,146075155;2593,308255043;3,722012685;6,075033309;6,005068979;-0,109959;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,250352;0,0427;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,810838;0,001;11,172394;24,645392;Chi2 with 22 degrees of freedom ;25,70753;0,2645;0,12742;23,591247;25,079499;0,122903;-0,199856;3,63194;-0,646531;10,918884;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,410219;;-0,729438;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,05302928;0,260440183;0,012892007;0;0,715908222;1,042269691;2892,963835051;2701,949558104;0,760969049;0,059995459;0,167193989;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,026329784;0;0,826575782;0,93827727;0,738103202;0,744774022;0,790887813;--.--.--.--.--.--;None;None;0,058456234;0,824015227;0,998209843;1;0,999999283;0,996574246;--.--.--.--.--.--;None;None;0,153633102;0,998163239;0,998975979;1;0,999999623;0,991209637;0,99409719;--.--.--.--.--.--;None;None;0,004831387;0,999984303;-0,378711823;0,062378958;0,510523805;0,149933298;0,562100801;0,114608675;0,557614964;3,18409571;3,666846834;4,151534706;3,655685924;7,156695845;5,856274001;5,90170129;6,025199226;4,496188876;3,852387219;1,624756922;4,077997321;5,06842303;4,045028495;3,765585913;13 terms Henderson moving average;3x5;0,199742343;0,325632579;0,578148541;0,152592838;0,682939189;0,060613882;0,12338473;0,373949619;0,081852451;0,307320246;0,272223311;0,284297937;0,279189161;Good;0;Good;0,001;Bad;Good;Bad;0,004;Good;0,314;Uncertain;0,013;Good;0,819;Good;0,017;Uncertain;0,06;Good;0,167;Good;0,284;Good;0,279;;;;;;;Good;1;Good;1;Good;0,877;Good;0,557;Good;0,917;Good;0,871;Good;0,843;Good;0,511;Good;0,562;Good
RF2420;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;5;3;1;1;0;;AO (7-1990);-1,221031;-11,5964;TC (4-2020);-0,581973;-6,1066;LS (8-2014);-0,363023;-4,2187;AO (8-1990);0,446927;4,2446;AO (1-2016);-0,44438;-4,4877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;11;277,543525652;-1969,0422462;5,424298847;3960,084492399;3960,777405785;4003,79639813;-4,130915632;0,119006975;0,117483136;-0,817627;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,046955;0,7039;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,339804;0,1691;2,757161;29,698311;Chi2 with 19 degrees of freedom ;41,153273;0,0023;0,364996;28,4888;39,405605;0,352059;0,399712;1,055424;-0,959526;7,664617;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,264962;-0,252474;-0,351584;;-0,976015;;-0,776367;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,144318944;0,303461915;0,073170319;0;0,462893121;0,983844299;4144,911558732;4170,973151278;0,473115397;0,61280229;0,166567373;0;0;0,000000951;0;0;aT.AT.AT.AT.AT.AT;Present;0,60090111;0;0,824925899;0,83318639;0,911642138;0,818577845;0,817221189;--.--.A-.--.a-.A-;None;None;0,18600182;0,821121688;0,786183398;1;0,998826613;0,866466316;--.--.--.--.--.--;None;None;0,536998003;0,784257079;0,863428341;1;0,999999423;0,993217876;0,798375086;--.--.--.--.--.--;None;None;0,000655386;0,963976915;-0,452033942;0;0,004116782;0,000000025;0,00054226;0,000001255;0,01020512;4,866982384;5,706586672;4,741037442;4,407222327;7,953894359;5,44481946;4,93012815;6,570576746;7,248290404;5,643726175;3,005999383;5,755891985;3,782638091;4,802157147;2,46674212;13 terms Henderson moving average;3x5;1,023597761;0,157976566;1,174255785;0,396741379;1,179643652;0,296414977;0,276742125;0,791129331;0,196606743;1,011029702;0,919277969;0,624471801;0,682128515;Good;0;Uncertain;0,018;Good;Good;Good;0,252;Uncertain;0,056;Uncertain;0,021;Good;0,578;Good;0,012;Good;0,613;Good;0,167;Good;0,624;Good;0,682;;;;;;;Good;1;Good;1;Good;0,976;Good;0,969;Good;0,91;Good;0,848;Good;0,356;Bad;0,004;Severe;0,001;Severe
RF2431;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;2;1;1;0;0;;AO (11-2000);-69,528298;-4,6733;LS (11-2008);-63,389735;-4,3037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;7;-1725,3161061;-1725,3161061;147435,359951264;3464,632212201;3464,923121292;3492,448879484;6,018538709;19,518450819;19,368881941;0,473282;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,199087;0,1071;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;4,146473;0;18,617262;61,495773;Chi2 with 20 degrees of freedom ;47,842012;0,0004;2,404609;58,88437;46,472066;2,319383;-0,919338;3,0155;-0,350398;2,785684;(2,1,1)(0,1,1);0;2;1;1;0;1;1;0,663204;0,379364;;;0,109732;;-0,604844;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,103699475;0,571900444;0,032264943;0;0,261165661;0,969030524;3646,700925539;3511,602004595;0,596663206;0,814824244;0,990611159;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0;0;0,025245207;0,300500837;0,014498675;0,025321099;0,039358293;--.--.--.--.--.-t;None;None;0,0688604;0,024561775;0,925221837;0,545530279;0,999743566;0,938112695;--.--.--.--.--.--;None;None;0,139028027;0,923770624;0,961674219;0,22067832;0,999999821;0,969160947;0,963483197;--.--.--.--.--.--;None;None;0,000144373;0,853452186;-0,412575446;0;0,001733105;0;0,008249606;0,000000004;0,033132038;4,187457604;4,462426438;3,911667042;3,797340125;4,697051374;5,803282634;6,31337662;6,207509598;5,609040177;2,996924285;1,258438671;5,073447429;3,053144228;4,974374671;4,611492176;13 terms Henderson moving average;3x5;0,32191547;0,121012387;0,905890121;0,350963528;0,836830285;0,035333183;0,259441718;0,391078428;0,179725649;0,262028071;0,25049483;0,366910364;0,397302249;Good;0;Good;0,001;Good;Good;Bad;0;Bad;0;Severe;0;Good;0,274;Good;0,005;Good;0,815;Good;0,991;Good;0,367;Good;0,397;;;;;;;Good;0,221;Good;0,118;Good;0,71;Good;0,389;Good;0,761;Good;0,859;Good;0,876;Bad;0,002;Bad;0,008;Severe
RF2432;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;13;9;2;2;0;;AO (8-2000);-1,686203;-16,0946;AO (4-2020);-0,705392;-6,8667;AO (8-1999);-1,467008;-12,4599;AO (8-1992);-1,013967;-10,3903;AO (8-1993);-0,902289;-9,2486;LS (1-2005);-0,61791;-8,3584;LS (11-2008);-0,447738;-6,0695;TC (1-2013);-0,454335;-5,5281;AO (8-1998);-1,204829;-9,8943;AO (8-1996);-0,979876;-9,3428;AO (8-1997);-1,016235;-8,6276;AO (8-2004);-0,471574;-5,1716;TC (3-2020);-0,397062;-4,2789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;17;266,496185906;-1861,594973567;5,903079217;3757,189947133;3758,821947133;3824,744710535;-3,955126962;0,12513207;0,122558385;-0,318215;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,163497;0,1858;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,416306;0,0921;4,442607;25,193644;Chi2 with 21 degrees of freedom ;87,159543;0;0,504224;24,106866;83,112999;0;-0,199856;8,493009;-0,92424;7,36528;(0,1,2)(0,1,1);0;0;1;2;0;1;1;;;;;-0,759077;0,130476;-0,287318;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,014568823;0,388887081;0,008332385;0;0,4829693;0,894757589;4141,138228845;4190,737161835;0,968368532;0,094608246;0,293388562;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,060611296;0;0,007010584;1;0,050711142;0,026383151;0,010991556;--.at.at.--.A-.--;None;None;0,549820013;0,006895993;0,963499859;0,065371999;0,975924879;0,95944474;--.--.--.--.A-.--;None;None;0,366810901;0,963505865;0,996778696;0,112612943;0,999975712;0,746475029;0,984842814;--.--.--.--.a-.--;None;None;0;0,996849879;-0,530261982;0,000001943;0,107845356;0,000234295;0,279059035;0,000115616;0,066259532;4,928782835;5,253375053;3,294835986;5,814000489;5,953456337;4,51931532;5,848199626;5,048626349;6,702446859;4,220901863;0,664746727;4,279258431;6,020060228;5,640121497;4,516738965;13 terms Henderson moving average;3x3;0,059855733;0,057957658;0,969920195;0,488297082;0,924971937;0,282065606;0,156005763;0,575461944;0,136092647;0,554863514;0,490319281;0,410956428;0,460108156;Good;0;Bad;0,064;Good;Good;Good;0,108;Good;0,239;Severe;0;Good;0,142;Uncertain;0,032;Uncertain;0,095;Good;0,293;Good;0,411;Good;0,46;;;;;;;Good;0,113;Good;0,095;Good;0,735;Good;0,638;Severe;0;Good;0,915;Severe;0;Good;0,108;Good;0,279;Severe
RF2433;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;1;0;0;1;0;;TC (3-2020);-57,802105;-6,3646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;7;-1506,41760796;-1506,41760796;47355,646468678;3026,83521592;3027,126125011;3054,651883203;4,882834929;11,061917173;10,977150275;0,796511;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,22047;0,0744;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,81293;0,001;11,117576;37,653221;Chi2 with 19 degrees of freedom ;25,03781;0,1593;4,771167;36,260785;24,401928;4,60124;-1,279079;6,696376;-1,950224;13,945064;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,124722;-0,10874;-0,218718;;-0,844602;;-0,822179;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,117214397;0,732070758;0,099702998;0;0,031739139;0,980727292;3068,720191908;3065,070714478;0,321030724;0,417444565;0,890326064;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000023827;0;0,027464077;0,092035243;0,042748465;0,04196623;0,023636479;-t.--.--.--.--.a-;None;None;0,045699272;0,026976554;0,862120832;1;0,999351886;0,917805275;--.--.--.--.--.--;None;None;0,029433058;0,860053575;0,93255738;1;0,999999897;0,999383304;0,927494187;--.--.--.--.--.--;None;None;0,001202903;0,620389704;-0,497363953;0;0,000909085;0,000000002;0,001210127;0,00000029;0,009093353;5,12665442;5,424748741;4,623571253;4,653642161;7,5231856;3,262187519;6,06395126;6,206115528;4,506719604;4,702636246;2,88562638;7,308050594;4,530336166;6,773340669;2,550854044;13 terms Henderson moving average;3x5;0,574624001;0,413135154;1,246065511;0,259407825;1,346060876;0,249428501;0,210832474;0,529683502;0,14331782;0,370484689;0,341249221;0,534805285;0,549843166;Good;0;Good;0,004;Good;Good;Bad;0,004;Bad;0,007;Severe;0;Good;0,483;Good;0,002;Good;0,417;Good;0,89;Good;0,535;Good;0,55;;;;;;;Good;1;Good;1;Good;0,616;Good;0,77;Good;0,518;Good;0,784;Good;0,767;Severe;0,001;Bad;0,001;Severe
RF2434;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;4;0;1;3;0;;TC (3-2020);-51,177074;-5,2829;TC (4-2014);-54,806744;-5,6963;TC (7-2016);-43,445009;-4,5142;LS (6-2022);-38,207517;-4,2124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;10;-1545,572359863;-1545,572359863;58382,661593033;3111,144719726;3111,720635957;3150,882815845;5,137769423;12,330376362;12,188371131;-0,778444;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;0,131399;0,2876;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;2,933368;0,7874;1,206487;73,391635;Chi2 with 19 degrees of freedom ;18,027137;0,5206;2,989376;70,57445;17,29454;2,883424;-0,439684;3,292309;0,566293;12,636366;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,302433;-0,27927;-0,303105;;-0,999999;;-0,634765;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,087054982;0,827746977;0,041630357;0;0,071627353;1,028059669;3303,660958496;3187,8970814;0,461753683;0,762910776;0,315482447;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,000000054;0;0,599019704;0,22431853;0,609714026;0,370183106;0,513236809;--.--.--.--.--.--;None;None;0,419788689;0,594611458;0,591216375;0,161346682;0,97831875;0,723107315;--.--.--.--.--.--;None;None;0,011499499;0,588303171;0,797495809;0,282685456;0,999997969;0,993364859;0,894751851;--.--.--.--.--.--;None;None;0,075050847;0,881507984;-0,500625345;0;0,002576851;0;0,000751257;0;0,029653307;4,626406249;4,989769945;4,578439504;4,782267794;4,497630179;5,621868157;5,468471996;6,402831935;5,267149497;5,408229383;1,940320733;5,735224212;4,218099761;5,839003319;4,116222407;13 terms Henderson moving average;3x5;0,292654904;0,184128688;1,143204552;0,671408488;0,876161234;0,231375801;0,174370795;0,332067315;0,133808839;0,351389398;0,326382364;0,428177041;0,45834032;Good;0;Good;0,002;Good;Bad;Good;0,547;Bad;0;Severe;0;Good;0,576;Good;0,01;Good;0,763;Good;0,315;Good;0,428;Good;0,458;;;;;;;Good;0,283;Good;0,157;Good;0,781;Good;0,891;Good;0,815;Good;0,972;Good;0,661;Bad;0,003;Severe;0,001;Severe
RF2442;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;0;;;0;0;;;;2;0;1;1;0;;TC (4-2020);-47,108419;-11,3844;LS (11-2008);-18,626371;-5,0604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;8;-1218,654203792;-1218,654203792;11086,135948068;2453,308407584;2453,683407584;2485,098884479;3,446044715;5,359156599;5,311214298;-1,002901;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,058751;0,6344;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,215501;0,3832;1,488954;47,416102;Chi2 with 19 degrees of freedom ;15,424763;0,6952;3,172678;45,540362;14,842996;3,060228;0,279799;2,722294;-0,352418;4,65302;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,207076;-0,319621;-0,303444;;-0,974693;;-0,687941;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,034193573;0,599884806;0,03420327;0;0,303662795;0,971944445;2622,253703343;2571,690575204;0,343363976;0,79275087;0,278484439;0;0;0;0;0;AT.AT.AT.AT.AT.AT;Present;0,07367653;0;0,539762032;0,204673584;0,590730929;0,281858184;0,45039123;--.--.--.--.--.--;None;None;0,161218183;0,536637103;0,916056425;0,990557512;0,998473745;0,905166962;--.--.--.--.--.--;None;None;0,839422691;0,915736689;0,945990244;0,709076252;0,999994005;0,986002822;0,922989885;--.--.--.--.--.--;None;None;0,181083314;0,885433719;-0,543975494;0;0,000044212;0;0,000212477;0;0,000564882;5,328147101;7,162076748;4,418343257;3,310231684;5,213506396;5,604810813;5,351954601;6,745666031;6,124270033;5,843187548;2,427552428;5,28895571;4,658610796;4,552382371;2,968711966;23-Henderson;3x5;0,399170628;0,225102254;1,343824216;0,350963528;1,392172959;0,167337303;0,134723258;0,347521846;0,115746311;0,528308056;0,513468493;0,49536059;0,528763306;Good;0;Good;0,002;Good;Good;Good;0,475;Bad;0;Severe;0;Good;0,883;Good;0,005;Good;0,793;Good;0,278;Good;0,495;Good;0,529;;;;;;;Good;0,709;Good;0,656;Good;1;Good;0,999;Good;0,952;Good;0,921;Good;0,964;Severe;0;Severe;0;Severe
RF2443;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;2;1;1;0;0;;LS (12-2002);-0,315595;-6,0549;AO (8-1999);0,298271;4,243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;8;427,568695144;-1482,015314523;2,519659471;2980,030629045;2980,405629045;3011,82110594;-4,943282116;0,080793658;0,080070889;-0,507754;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,167956;0,1741;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,343551;0,1645;3,673643;44,566956;Chi2 with 19 degrees of freedom ;35,590426;0,0118;1,505395;42,603594;34,660911;1,452039;-1,279079;17,329854;-1,705643;13,109606;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,24958;-0,030326;-0,195924;;-0,90442;;-0,807278;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,033535735;0,418993556;0,065369527;0;0,479858477;0,997757294;3031,776244975;3053,597099141;0,818865329;0,213706083;0,226962245;0;0;0;0;0;-t.AT.AT.AT.AT.AT;Present;0,077218888;0;0,587294004;0,471094073;0,621816146;0,384963995;0,618242741;--.a-.a-.--.--.--;None;None;0,004608392;0,585469265;0,841055405;1;0,998655445;0,83069717;--.--.--.--.--.--;None;None;0,000774297;0,840177539;0,826486755;1;0,999982913;0,963604645;0,692849407;--.--.--.--.--.--;None;None;0,000070454;0,928815434;-0,40818697;0;0,055140764;0,000000348;0,015456317;0,000002096;0,072327219;5,200577782;10,653492497;5,831126792;8,560688385;7,312330178;5,30626436;5,610344262;6,505494238;6,246530015;4,992779453;5,528967971;5,392020055;6,179455796;6,097922319;3,771679597;23-Henderson;3x5;1,073152488;0,574952367;1,595772321;0,335704244;3;0,732450717;0,212602952;0,501603318;0,107183808;0,693424249;0,632286219;0,894150701;0,933602181;Good;0;Uncertain;0,013;Good;Good;Good;0,159;Bad;0,001;Severe;0;Good;0,258;Good;0,005;Good;0,214;Good;0,227;Good;0,894;Good;0,934;;;;;;;Good;1;Good;1;Good;0,939;Good;0,935;Good;0,729;Good;0,771;Good;0,701;Good;0,055;Uncertain;0,015;Severe
RF2444;12;1990-01-31;2023-10-31;406;0;1990-01-31;2023-10-31;406;1;;;0;0;;;;8;5;3;0;0;;LS (7-2020);0,461294;6,9193;AO (12-2022);0,558625;6,376;AO (12-2020);0,411003;4,9942;LS (4-2020);-0,339532;-5,1023;AO (8-1997);-0,351778;-4,4433;LS (3-2009);-0,305168;-4,9142;AO (6-2023);0,373858;4,3383;AO (12-2001);-0,319443;-4,0368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;393;14;370,518173657;-1799,540560406;3,40922416;3627,081120811;3628,192231922;3682,714455378;-4,549717932;0,094718755;0,093138986;-0,86839;Normal with Mean = 0.0 and Stdev = 0.1235604126430431;-0,154605;0,2108;Normal with Mean = 3.0 and Stdev = 0.2471208252860862;3,205012;0,4068;2,315813;46,959329;Chi2 with 19 degrees of freedom ;43,071031;0,0013;1,004108;44,89905;41,800433;0,96852;0,999281;3,901307;1,668011;12,641436;(3,1,1)(0,1,1);0;3;1;1;0;1;1;-0,231449;-0,060874;-0,252674;;-0,906186;;-0,700144;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,032914389;0,602867752;0,049951414;0;0,308667575;0,99440113;3775,018549244;3914,322713332;0,582954856;0,063667872;0,061357172;0;0;0,000013796;0;0;AT.AT.AT.AT.AT.AT;Present;0,710318354;0;0,988097861;0,605286081;0,995136072;0,980385642;0,980736269;a-.--.--.--.--.--;None;None;0,000213512;0,987771687;0,986387497;1;0,999995588;0,987146558;--.--.--.--.--.--;None;None;0,029527877;0,986149645;0,989597789;1;0,99999996;0,994374123;0,939531399;--.--.--.--.--.--;None;None;0;0,99568202;-0,462316318;0;0,00156439;0;0,003905689;0,000000046;0,006284762;5,376078418;8,089847987;4,739586193;5,486784775;6,253460118;6,327656418;8,004534317;4,722155619;4,728867172;5,812543058;1,974239085;4,277546275;6,286751958;6,638820589;3,054345395;23-Henderson;3x5;0,549823872;0,237312027;1,66622107;0,061037135;1,917092038;0,295834477;0,168327434;0,514169994;0,136155026;0,674584748;0,670979184;0,622699607;0,670331779;Good;0;Uncertain;0,015;Severe;Good;Good;0,314;Bad;0;Severe;0;Good;0,592;Good;0,02;Uncertain;0,064;Uncertain;0,061;Good;0,623;Good;0,67;;;;;;;Good;1;Good;1;Good;0,845;Good;0,8;Good;0,994;Severe;0,003;Good;0,632;Bad;0,002;Bad;0,004;Severe
