;Asia * China;Asia * Japon;Asia * India
2007-06-01;115,013773;164,048705;86,487205
2007-07-01;114,757922;163,216228;87,542358
2007-08-01;114,707955;162,562639;88,772577
2007-09-01;114,812815;162,154501;90,11694
2007-10-01;114,995145;161,999624;91,501565
2007-11-01;115,133416;162,002655;92,803972
2007-12-01;115,192794;162,083536;93,859675
2008-01-01;115,067922;162,046716;94,531608
2008-02-01;114,675608;161,685307;94,738792
2008-03-01;113,999087;160,839715;94,427848
2008-04-01;113,038103;159,412769;93,631261
2008-05-01;111,835573;157,297673;92,446916
2008-06-01;110,47667;154,467222;91,025043
2008-07-01;109,115366;151,033939;89,539179
2008-08-01;107,905938;147,145635;88,166123
2008-09-01;106,971415;143,056095;87,097399
2008-10-01;106,346279;138,991521;86,491257
2008-11-01;106,047138;135,152858;64,016569
2008-12-01;106,028564;131,777152;64,561143
2009-01-01;106,213369;129,048547;65,713193
2009-02-01;106,501867;127,096815;67,39163
2009-03-01;106,780516;126,061695;69,466545
2009-04-01;106,929857;125,872136;71,741971
2009-05-01;106,801964;126,312449;73,986917
2009-06-01;106,303182;127,152078;76,007681
2009-07-01;105,367262;128,120768;77,63442
2009-08-01;104,013872;129,113561;78,803213
2009-09-01;102,352151;130,053857;79,503679
2009-10-01;100,532136;130,8906;79,746266
2009-11-01;98,737117;131,688634;79,647201
2009-12-01;97,117663;132,495984;79,354932
2010-01-01;95,761388;133,31412;79,003513
2010-02-01;94,794062;134,138132;78,692841
2010-03-01;94,265322;134,819644;78,512589
2010-04-01;94,14854;135,271027;78,502028
2010-05-01;94,378851;135,527928;78,654088
2010-06-01;94,880882;135,749962;78,950874
2010-07-01;95,540082;136,109608;79,376397
2010-08-01;96,287498;136,700591;79,907998
2010-09-01;97,02388;137,472879;80,513944
2010-10-01;97,665362;138,260289;81,132009
2010-11-01;98,222608;138,98079;81,742657
2010-12-01;98,692658;139,537515;82,340305
2011-01-01;99,094708;139,895241;82,925089
2011-02-01;99,413578;140,001688;83,519246
2011-03-01;99,594803;139,8679;84,119865
2011-04-01;99,628545;139,465015;84,746681
2011-05-01;99,539178;138,881377;85,451992
2011-06-01;99,35123;138,167804;86,248128
2011-07-01;99,121749;137,330954;87,111383
2011-08-01;98,909141;136,415131;88,000384
2011-09-01;98,734253;135,513546;88,823395
2011-10-01;98,582982;134,802719;89,555168
2011-11-01;98,357989;134,312005;90,167158
2011-12-01;97,960333;133,960558;90,590599
2012-01-01;97,391156;133,665427;90,811122
2012-02-01;96,661987;133,264795;90,830794
2012-03-01;95,807489;132,651683;90,651949
2012-04-01;94,873838;131,865712;90,297883
2012-05-01;93,912705;130,932144;89,838293
2012-06-01;92,956388;129,843363;89,338627
2012-07-01;92,038361;128,645936;88,925631
2012-08-01;91,142117;127,318557;88,67953
2012-09-01;90,250823;125,908017;88,65495
2012-10-01;89,441821;124,520607;88,873792
2012-11-01;88,741612;123,272256;89,295282
2012-12-01;88,141217;122,253977;89,863481
2013-01-01;87,608668;121,606261;90,525273
2013-02-01;87,119765;121,413344;91,191388
2013-03-01;86,687871;121,699798;91,810056
2013-04-01;86,378865;122,346001;92,357659
2013-05-01;86,229459;123,128434;92,788313
2013-06-01;86,263068;123,778408;93,061531
2013-07-01;86,514325;124,075966;93,153609
2013-08-01;86,925246;123,900626;93,052812
2013-09-01;87,430376;123,253093;92,815076
2013-10-01;87,938315;122,116581;92,528024
2013-11-01;88,350501;120,499632;92,260989
2013-12-01;88,682086;118,583463;92,139596
2014-01-01;88,937245;116,49684;92,250435
2014-02-01;89,160434;114,394198;92,612938
2014-03-01;89,417055;112,380394;93,213219
2014-04-01;89,710399;110,5167;93,989946
2014-05-01;90,040197;108,791156;94,869121
2014-06-01;90,437873;107,244459;95,827945
2014-07-01;90,888297;105,854753;96,792179
2014-08-01;91,340827;104,585807;97,652062
2014-09-01;91,839352;103,397037;98,362489
2014-10-01;92,408815;102,247924;98,873627
2014-11-01;93,108097;101,20542;99,189864
2014-12-01;94,012413;100,360877;99,321502
2015-01-01;95,158755;99,73737;99,286001
2015-02-01;96,526165;99,370735;99,164998
2015-03-01;98,034315;99,263901;99,053052
2015-04-01;99,562784;99,420665;99,026597
2015-05-01;100,979643;99,795839;99,125968
2015-06-01;102,184651;100,370706;99,358285
2015-07-01;103,06893;101,090768;99,695542
2015-08-01;103,57026;101,878309;100,112434
2015-09-01;103,654846;102,645424;100,580655
2015-10-01;103,284521;103,254825;101,068612
2015-11-01;102,53535;103,658699;101,598025
2015-12-01;101,523697;103,764812;102,17528
2016-01-01;100,386219;103,47508;102,738278
2016-02-01;99,313767;102,781269;103,257101
2016-03-01;98,448294;101,708935;103,730832
2016-04-01;97,87005;100,318126;104,151745
2016-05-01;97,611201;98,75249;104,545269
2016-06-01;97,598228;97,134265;104,92817
2016-07-01;97,733455;95,590947;105,316882
2016-08-01;98,018031;94,311311;105,799429
2016-09-01;98,451617;93,361151;106,433331
2016-10-01;99,050247;92,835593;107,193117
2016-11-01;99,859747;92,729928;108,019285
2016-12-01;100,841636;92,938497;108,812482
2017-01-01;101,959674;93,382211;109,533965
2017-02-01;103,105939;93,98827;110,163549
2017-03-01;104,17559;94,700551;110,65441
2017-04-01;105,096409;95,538045;110,979145
2017-05-01;105,813986;96,504886;111,11099
2017-06-01;106,290036;97,574268;111,029123
2017-07-01;106,477711;98,708223;110,73639
2017-08-01;106,359661;99,800376;110,236576
2017-09-01;105,928237;100,721427;109,535342
2017-10-01;105,25551;101,373878;108,68513
2017-11-01;104,423119;101,6098;107,728014
2017-12-01;103,522035;101,336446;106,689289
2018-01-01;102,673857;100,646198;105,631191
2018-02-01;102,007783;99,668179;104,598266
2018-03-01;101,603001;98,623249;103,630682
2018-04-01;101,492297;97,729256;102,761757
2018-05-01;101,668976;97,224128;102,034248
2018-06-01;102,091548;97,245051;101,450729
