;Asia * China;Asia * Japon;Asia * India
2007-11-01;107,110784;162,954359;99,767927
2007-12-01;80,453157;110,875992;61,638107
2008-01-01;111,253167;179,172578;100,210884
2008-02-01;113,805297;170,972652;105,127014
2008-03-01;106,732882;170,299795;83,103935
2008-04-01;113,425474;176,389636;102,281255
2008-05-01;102,354793;149,185572;93,391814
2008-06-01;134,143828;179,976289;105,155058
2008-07-01;130,681994;174,378261;100,115716
2008-08-01;112,009218;82,254229;45,871544
2008-09-01;122,44432;156,35156;86,31737
2008-10-01;109,263716;162,122464;96,512149
2008-11-01;88,864618;127,627519;68,441455
2008-12-01;91,282975;100,147848;40,876655
2009-01-01;86,6251;126,320118;65,868219
2009-02-01;98,511397;125,620352;54,205112
2009-03-01;109,37169;142,303105;53,26072
2009-04-01;108,140648;147,487134;68,414014
2009-05-01;99,240554;124,753364;68,038824
2009-06-01;130,666456;142,721451;83,730961
2009-07-01;117,021981;137,627805;87,890287
2009-08-01;108,862736;66,562683;38,168541
2009-09-01;127,660296;148,498988;80,045247
2009-10-01;94,233094;148,78363;91,134355
2009-11-01;92,351691;137,859231;78,815245
2009-12-01;76,255245;95,310648;61,21665
2010-01-01;79,225982;118,463305;78,428681
2010-02-01;86,716438;123,384881;79,61439
2010-03-01;94,610227;158,946008;89,376286
2010-04-01;93,121739;150,646857;84,410119
2010-05-01;90,999442;137,475892;77,870377
2010-06-01;114,652;157,298815;92,96282
2010-07-01;107,161544;145,433295;82,534879
2010-08-01;101,428463;80,879518;47,013569
2010-09-01;113,941367;152,105324;86,107905
2010-10-01;93,755547;142,460726;84,879295
2010-11-01;94,110863;142,120518;82,408507
2010-12-01;82,644703;92,786023;64,708377
2011-01-01;87,30223;147,59402;89,077383
2011-02-01;83,720256;150,466769;82,006431
2011-03-01;101,860605;167,712868;99,606231
2011-04-01;100,333704;137,372195;89,837761
2011-05-01;119,002227;161,013873;101,6502
2011-06-01;116,361361;141,397876;93,143867
2011-07-01;105,096867;138,510798;87,812225
2011-08-01;110,973993;77,96745;55,413495
2011-09-01;120,942063;160,449323;106,09905
2011-10-01;97,884901;147,17866;96,013047
2011-11-01;84,805411;144,010842;93,632269
2011-12-01;79,206775;99,361081;69,981197
2012-01-01;87,840203;147,069943;101,415872
2012-02-01;90,156998;121,535635;95,227116
2012-03-01;96,444688;145,25394;99,783709
2012-04-01;91,830899;136,85964;94,327796
2012-05-01;90,003865;126,509255;86,70723
2012-06-01;107,554744;155,853683;96,799148
2012-07-01;100,086875;151,134301;94,773339
2012-08-01;99,224842;72,912538;60,833196
2012-09-01;103,94424;134,557841;91,601981
2012-10-01;98,588549;145,316996;97,000207
2012-11-01;82,879225;125,019151;90,075302
2012-12-01;67,899922;83,442028;64,835275
2013-01-01;81,519733;121,419911;99,167088
2013-02-01;74,663222;119,545307;94,271622
2013-03-01;79,919567;123,952831;100,06122
2013-04-01;84,336832;140,506507;104,382116
2013-05-01;79,471789;131,591524;95,145682
2013-06-01;91,255199;136,694161;97,1765
2013-07-01;104,857957;155,2955;106,116445
2013-08-01;97,686791;62,355956;59,604792
2013-09-01;103,517313;137,603915;90,061987
2013-10-01;101,958832;150,336995;107,626085
2013-11-01;76,436852;121,99123;90,393473
2013-12-01;66,833165;87,499876;70,740674
2014-01-01;83,606351;120,385124;104,68095
2014-02-01;79,786;114,540163;96,695855
2014-03-01;83,7797;116,227127;98,663516
2014-04-01;87,901413;127,641777;100,817521
2014-05-01;80,466063;104,989864;90,338922
2014-06-01;101,800023;118,316211;100,911695
2014-07-01;109,540735;124,869292;101,436881
2014-08-01;97,792988;45,014398;66,329267
2014-09-01;117,580141;122,245075;108,498471
2014-10-01;108,004594;121,905915;113,376749
2014-11-01;73,120054;98,26088;96,014563
