;France;Spain;Greece
2002-03-31;;1630,72447;172,927648
2002-04-30;;1564,322988;189,654087
2002-05-31;;1739,414707;195,850507
2002-06-30;;1879,617272;175,75396
2002-07-31;;1732,878924;182,362652
2002-08-31;;1680,653803;178,810218
2002-09-30;;1728,99017;173,202222
2002-10-31;;1607,574238;181,523154
2002-11-30;;1462,248657;173,283147
2002-12-31;;1675,348976;173,294672
2003-01-31;;1598,312585;185,385812
2003-02-28;;1544,373391;188,349532
2003-03-31;;1549,723405;191,378255
2003-04-30;;1534,337362;200,281305
2003-05-31;;1502,409439;187,143254
2003-06-30;;1469,341051;176,18166
2003-07-31;;1432,417224;192,085115
2003-08-31;;1482,626242;178,104923
2003-09-30;;1501,577352;188,278449
2003-10-31;;1174,869449;197,342685
2003-11-30;;1346,557088;179,039111
2003-12-31;;1441,006653;192,684024
2004-01-31;;1381,465585;190,357511
2004-02-29;;1408,938231;209,894896
2004-03-31;;1383,882462;196,920817
2004-04-30;;1424,485997;208,307029
2004-05-31;;1416,573838;191,555959
2004-06-30;;1339,84749;201,714152
2004-07-31;;1360,956968;187,415416
2004-08-31;;1310,312203;186,17728
2004-09-30;;1347,33576;188,845393
2004-10-31;;1403,203709;173,399703
2004-11-30;;1181,986258;189,858396
2004-12-31;;1228,276084;192,841171
2005-01-31;;1252,750691;182,928983
2005-02-28;;1191,790794;164,703536
2005-03-31;;1255,593645;173,218209
2005-04-30;;1282,969632;181,070274
2005-05-31;;1330,003193;171,812215
2005-06-30;;1362,097229;193,429305
2005-07-31;;1173,703365;178,728923
2005-08-31;;1057,709137;183,360482
2005-09-30;;600,857079;179,163596
2005-10-31;;643,722143;176,051876
2005-11-30;;832,410633;194,247982
2005-12-31;;1114,153126;190,861238
2006-01-31;;1169,680383;186,39441
2006-02-28;;1179,255609;180,855381
2006-03-31;;1140,137985;184,739555
2006-04-30;;1234,38766;170,031673
2006-05-31;;1164,885278;188,954802
2006-06-30;;1120,048726;182,887444
2006-07-31;;1009,328501;164,764114
2006-08-31;;1127,452259;187,307976
2006-09-30;;1142,498335;163,791196
2006-10-31;;1202,860337;175,91152
