;Europe * Francé;Europe * Spain;Europe * Greecà
2010-07-31;1,020606;1,016747;14,414763
2010-08-31;1,02169;1,02068;-24,912216
2010-09-30;0,994079;0,948839;13,118992
2010-10-31;1,030129;0,966526;9,943394
2010-11-30;0,987761;1,032533;-2,713406
2010-12-31;1,016069;1,05477;-37,961698
2011-01-31;0,992839;1,039437;-4,65347
2011-02-28;0,919114;0,951917;-2,063392
2011-03-31;1,017475;0,991489;15,797282
2011-04-30;0,989364;0,948505;9,795348
2011-05-31;1,023555;1,035813;-1,235678
2011-06-30;0,98705;0,975137;10,924145
2011-07-31;1,021068;1,016175;13,942601
2011-08-31;1,022501;1,020525;-24,636147
2011-09-30;0,994272;0,948009;12,047854
2011-10-31;1,029927;0,970601;9,519324
2011-11-30;0,987493;1,032175;-2,862199
2011-12-31;1,015397;1,053784;-36,432741
2012-01-31;0,992113;1,032266;-3,391557
2012-02-29;0,91889;0,949855;-2,447024
2012-03-31;1,0172;0,989337;14,551457
2012-04-30;0,989692;0,955357;10,148169
2012-05-31;1,023787;1,042173;-1,239665
2012-06-30;0,987288;0,981394;11,022336
2012-07-31;1,021609;1,013703;13,507054
2012-08-31;1,023274;1,020791;-24,644187
2012-09-30;0,994358;0,942985;11,303879
2012-10-31;1,029779;0,969748;9,290762
2012-11-30;0,987213;1,029625;-3,127136
2012-12-31;1,014803;1,05283;-33,98186
2013-01-31;0,991643;1,025426;-2,69722
2013-02-28;0,918696;0,948993;-2,417046
2013-03-31;1,016842;0,990594;12,953378
2013-04-30;0,989897;0,964027;10,348351
2013-05-31;1,023959;1,050962;-1,338088
2013-06-30;0,987509;0,985542;10,870863
2013-07-31;1,022184;1,01192;13,217835
2013-08-31;1,023907;1,021118;-24,210356
2013-09-30;0,994408;0,934042;10,517909
2013-10-31;1,029742;0,9651;8,543503
2013-11-30;0,986922;1,027898;-3,545644
2013-12-31;1,014251;1,053175;-31,779462
2014-01-31;0,991451;1,020604;-2,512868
2014-02-28;0,918562;0,949347;-2,340761
2014-03-31;1,01648;0,992314;12,044697
2014-04-30;0,990161;0,970548;10,32712
2014-05-31;1,024196;1,059481;-1,378259
2014-06-30;0,987726;0,98609;11,199992
2014-07-31;1,022532;1,010888;12,990196
2014-08-31;1,024139;1,022376;-22,941619
2014-09-30;0,994295;0,92793;9,992461
2014-10-31;1,029776;0,960801;7,475744
2014-11-30;0,986688;1,022769;-3,775739
2014-12-31;1,013716;1,052427;-30,29337
2015-01-31;0,991361;1,018044;-2,881945
2015-02-28;0,918541;0,955216;-2,43214
2015-03-31;1,01614;0,99615;11,209658
2015-04-30;0,990452;0,971403;9,884449
2015-05-31;1,024405;1,064584;-1,40947
2015-06-30;0,987989;0,984705;11,598065
2015-07-31;1,022774;1,020154;12,563297
2015-08-31;1,024333;1,027197;-20,797933
2015-09-30;0,994207;0,915169;9,588022
2015-10-31;1,029914;0,953854;6,587443
2015-11-30;0,98658;1,018052;-3,440252
2015-12-31;1,013305;1,053277;-29,084891
2016-01-31;0,991367;1,009073;-3,683984
2016-02-29;0,918528;0,963237;-2,429034
2016-03-31;1,015744;1,0117;10,480947
2016-04-30;0,990596;0,965811;9,090527
2016-05-31;1,024403;1,064397;-1,440415
2016-06-30;0,988122;0,984325;11,758402
2016-07-31;1,022867;1,027275;12,062689
2016-08-31;1,024647;1,032571;-18,152093
2016-09-30;0,994329;0,901786;8,838433
2016-10-31;1,030183;0,947934;5,905863
2016-11-30;0,986493;1,016868;-3,032329
2016-12-31;1,012888;1,061812;-28,14858
2017-01-31;0,991356;1,005238;-4,79788
2017-02-28;0,918385;0,965376;-2,655195
2017-03-31;1,015289;1,025603;10,248289
2017-04-30;0,99058;0,961735;8,408707
2017-05-31;1,02436;1,064155;-1,689533
2017-06-30;0,988268;0,982909;11,683517
2017-07-31;1,022921;1,027892;12,494179
2017-08-31;1,025029;1,02877;-15,22922
2017-09-30;0,994578;0,886024;7,52435
2017-10-31;1,030526;0,942739;5,76513
2017-11-30;0,986416;1,016002;-2,86138
2017-12-31;1,012445;1,074439;-27,582752
2018-01-31;0,991387;1,014649;-5,983099
2018-02-28;0,918366;0,969923;-2,654569
2018-03-31;1,014859;1,036521;9,800672
2018-04-30;0,990369;0,955631;7,998289
2018-05-31;1,024255;1,06744;-2,331561
2018-06-30;0,988405;0,987555;11,33312
2018-07-31;1,023033;1,030916;13,32543
2018-08-31;1,025521;1,018765;-12,523303
2018-09-30;0,994873;0,867055;6,335747
2018-10-31;1,030885;0,92813;5,579783
2018-11-30;0,986315;1,012119;-2,974319
2018-12-31;1,011997;1,087635;-27,173511
2019-01-31;0,991422;1,027559;-7,027418
2019-02-28;0,918424;0,979702;-2,198221
2019-03-31;1,014341;1,054289;9,614558
2019-04-30;0,990021;0,952649;7,87011
2019-05-31;1,024138;1,067033;-3,026715
2019-06-30;0,988504;0,986848;11,277924
2019-07-31;1,023162;1,033138;13,904026
2019-08-31;1,026023;1,01027;-10,883258
2019-09-30;0,995167;0,852313;5,71014
2019-10-31;1,031195;0,913305;4,886763
2019-11-30;0,986226;1,011855;-3,048698
2019-12-31;1,011636;1,098689;-26,889366
2020-01-31;0,991448;1,034107;-8,177854
2020-02-29;0,918439;0,984319;-1,626503
2020-03-31;1,013921;1,068876;10,021958
2020-04-30;0,989783;0,950088;8,142956
2020-05-31;1,024114;1,060667;-3,786575
2020-06-30;0,988673;0,982738;11,762275
2020-07-31;1,023258;1,038637;13,950231
2020-08-31;1,026305;1,015411;-10,121957
2020-09-30;0,995293;0,844565;5,49512
2020-10-31;1,031294;0,905667;3,92715
2020-11-30;0,986139;1,016048;-2,876091
2020-12-31;1,011462;1,10057;-26,524295
2021-01-31;0,991522;1,035683;-9,225372
2021-02-28;0,918431;0,987137;-1,32994
2021-03-31;1,013782;1,074328;10,877323
2021-04-30;0,989737;0,948005;8,447876
2021-05-31;1,024111;1,055122;-4,328772
2021-06-30;0,988734;0,979747;12,062776
2021-07-31;1,023197;1,03778;13,650148
2021-08-31;1,026342;1,019663;-9,683871
2021-09-30;0,995287;0,845311;5,110252
