;Europe * Francé;Europe * Spain;Europe * Greecà
2010-03-31;1,01515;1,085972;5,089769
2010-04-30;1,024309;0,91653;-0,806548
2010-05-31;0,980365;0,990285;-5,273728
2010-06-30;1,001422;0,90725;6,038278
2010-07-31;1,001095;1,061706;-1,268831
2010-08-31;0,988339;1,044203;3,582396
2010-09-30;1,006197;1,074376;5,850768
2010-10-31;0,998931;1,017397;-9,649276
2010-11-30;1,000498;1,291817;2,153226
2010-12-31;0,99614;1,051152;-5,499377
2011-01-31;1,014755;1,062862;3,675703
2011-02-28;0,986616;0,992392;-2,620704
2011-03-31;1,002075;0,7589;14,289341
2011-04-30;1,006783;0,746246;-9,524789
2011-05-31;1,004598;0,927149;8,612756
2011-06-30;0,99975;1,0147;-13,618779
2011-07-31;0,984895;0,991596;1,789097
2011-08-31;1,005071;0,962435;7,3507
2011-09-30;1,018465;0,687913;-2,276481
2011-10-31;0,987695;1,078288;-1,350637
2011-11-30;1,008728;0,965161;4,794817
2011-12-31;1,003757;0,987329;-13,349806
2012-01-31;0,968319;0,967425;10,328142
2012-02-29;1,007204;0,961028;-6,775441
2012-03-31;1,003896;0,952306;3,716284
2012-04-30;1,012737;0,990502;0,679348
2012-05-31;0,999672;0,951522;-0,352976
2012-06-30;1,000146;1,04544;9,248778
2012-07-31;0,986883;0,988051;-3,278945
2012-08-31;1,009338;1,004244;-8,458044
2012-09-30;0,998844;1,103013;-1,331749
2012-10-31;0,989491;1,073683;7,577296
2012-11-30;1,012314;0,994552;-0,208412
2012-12-31;1,008721;0,993033;2,660804
2013-01-31;0,967086;0,980117;3,595474
2013-02-28;1,012521;1,011983;-0,253865
2013-03-31;1,011775;1,00246;-10,989166
2013-04-30;0,990511;1,047949;6,15006
2013-05-31;0,987944;1,022094;1,914228
2013-06-30;0,991265;1,053569;-6,006376
2013-07-31;1,006614;1,020517;4,023191
2013-08-31;1,041883;0,994663;-5,15055
2013-09-30;1,000216;0,918317;-0,828238
2013-10-31;0,979007;0,392893;3,545793
2013-11-30;0,994051;1,062632;-6,40803
2013-12-31;1,007023;0,58945;6,162226
2014-01-31;1,006327;0,323761;2,435271
2014-02-28;0,983146;0,880535;-0,438726
2014-03-31;1,00185;1,004497;-2,740589
2014-04-30;1,001608;1,072914;3,201851
2014-05-31;1,007499;1,039893;-1,515716
2014-06-30;0,983675;1,064852;-0,218761
2014-07-31;1,013811;0,799864;5,048905
2014-08-31;0,991713;2,218242;-9,005277
2014-09-30;1,006155;1,156201;2,846724
2014-10-31;1,003185;2,168633;0,926939
2014-11-30;0,989848;0,995827;-6,012843
2014-12-31;0,994347;0,981167;1,908217
2015-01-31;0,996858;1,141418;4,287232
2015-02-28;0,995399;0,988065;-4,064401
2015-03-31;1,005143;0,770745;-0,059821
2015-04-30;0,997338;1,17789;3,489142
2015-05-31;1,014827;1,081807;-2,76015
2015-06-30;1,006193;0,952756;2,032683
2015-07-31;1,01552;1,086783;3,807366
2015-08-31;0,987627;0,958321;-6,270625
2015-09-30;0,983304;1,015805;3,155301
2015-10-31;0,992347;0,977118;-2,76547
2015-11-30;1,015347;0,958232;-1,690675
2015-12-31;0,999;0,874594;3,413609
2016-01-31;0,988063;0,943219;2,780821
2016-02-29;1,030627;1,104752;4,903311
2016-03-31;0,985816;1,10393;-10,724579
2016-04-30;1,016771;0,919899;-0,087458
2016-05-31;0,988826;1,030485;4,231736
2016-06-30;0,993492;1,032763;4,827712
2016-07-31;1,00856;1,108697;-13,944324
2016-08-31;1,003904;1,177543;-0,061381
2016-09-30;0,987295;1,031959;13,283921
2016-10-31;1,004615;0,637534;-9,263899
2016-11-30;0,992676;0,967398;1,106297
2016-12-31;1,011634;0,96858;1,4816
2017-01-31;1,007264;0,751204;0,696719
2017-02-28;0,972338;0,974605;-4,742785
2017-03-31;0,993803;1,006689;6,163328
2017-04-30;1,020391;1,061198;-5,92467
2017-05-31;1,008809;0,896309;6,042071
2017-06-30;0,995047;0,869639;4,257084
2017-07-31;0,994897;0,930021;-5,115034
2017-08-31;0,987882;1,075279;-1,01717
2017-09-30;1,007786;1,063159;-4,106584
2017-10-31;0,992245;1,17492;1,751482
2017-11-30;1,011251;1,067859;6,144847
2017-12-31;0,999456;0,957425;2,392491
2018-01-31;0,99671;0,987765;-2,631974
2018-02-28;0,984864;0,874247;-3,922272
2018-03-31;1,013878;0,247613;-0,352979
2018-04-30;1,014081;0,373398;0,101825
2018-05-31;0,981112;0,570828;-0,84547
2018-06-30;1,015153;0,724414;-4,867546
2018-07-31;0,996781;0,743634;2,084739
2018-08-31;0,995181;0,831604;15,120375
2018-09-30;0,996605;0,779339;-12,412448
2018-10-31;1,009258;0,942618;3,756144
2018-11-30;0,995271;0,865127;-3,882786
2018-12-31;0,991707;0,997612;1,6925
2019-01-31;1,009227;1,0596;2,682529
2019-02-28;1,007352;1,116727;-0,197503
2019-03-31;0,997032;1,00599;-3,410716
2019-04-30;0,990913;0,997629;-1,448811
2019-05-31;0,776123;1,073104;4,98404
2019-06-30;0,816893;1,035577;-11,059447
2019-07-31;0,875796;0,935926;3,032682
2019-08-31;0,934098;0,734832;8,715366
2019-09-30;0,938802;0,90674;-6,117679
2019-10-31;0,97369;0,840255;6,082305
2019-11-30;0,97136;0,89932;-5,663546
2019-12-31;0,95862;1,139867;-2,128664
2020-01-31;0,978494;1,062463;2,50362
2020-02-29;1,025843;0,966688;7,581288
2020-03-31;0,960542;1,17558;-9,597362
2020-04-30;0,641466;0,94627;-43,196946
2020-05-31;0,539571;0,994747;-30,783433
2020-06-30;0,818663;0,946504;-14,835308
2020-07-31;0,867956;1,12138;-8,466038
2020-08-31;0,90863;1,040844;-10,599942
2020-09-30;0,932087;0,817628;-4,539664
2020-10-31;0,954556;0,875814;-16,679808
2020-11-30;0,954572;1,081327;2,540602
2020-12-31;0,958724;0,999647;6,485907
2021-01-31;1,005325;1,009771;-17,681092
2021-02-28;0,980711;1,050949;-0,088863
2021-03-31;0,985489;1,050015;11,428669
2021-04-30;0,99566;0,35622;3,456653
2021-05-31;0,995987;0,89756;-9,550286
2021-06-30;1,00534;0,960845;2,696007
2021-07-31;0,984648;0,961711;-6,31507
2021-08-31;1,004025;1,065081;7,608895
2021-09-30;0,996274;0,224695;-4,268736
