;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;out(1);;;out(2);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;kurtosis;dh;lb;lb2;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;;;;bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
x;12;1949-01-31;1960-12-31;144;0;1949-01-31;1960-12-31;144;1;;Leap year;0,04088;3,5239;2;1;;;Easter [6];0,019836;2,8684;2;2;0;0;0;Week days;-0,002981;-6,2775;AO (5-1951);0,101483;5,3566;AO (2-1954);-0,069774;-3,7437;;131;7;274,793258957;-460,501005347;0,112577079;935,002010694;935,9125798;955,128391956;-6,836022991;0,030010275;0,029314962;0,123365;0,187263;2,900758;0,833518;30,790356;24,024467;0,394924;27,881045;21,663835;0;0,417331;2,21067;0,26381;21,652378;(0,1,0)(0,1,1);0;0;1;0;0;1;1;;;;-0,498094;1;0;0;0,090989257;0,103621215;0,411362386;0,812752563;0,746012505;0,605393489;0,212524981;0,169403058;0,586693169;0,052666938;0,048073521;0,576007608;-0,128176633;-0,128940623;0,993217253;-0,001184563;-0,047827591;0,673547819;0,04186227;0,059249985;0,645713481;;;tramoseats;0,050332521;0,916184392;0,002441969;0,005647978;0,005890398;0,980497259;9,385636023;9,784684077;0,893220501;0,991873801;0,710814262;0;0;0,439685278;0;0;AT.AT.AT.AT.At.--;Present;0,003750903;0;0,038089328;1;0,043180977;0,010754588;0,005223788;At.a-.--.At.--.--;None;None;0,138182115;0,035480129;1;1;0,999998905;1;--.--.--.--.--.--;None;None;0,00190571;1;0,999992807;1;0,99989715;0,999218514;0,999999849;--.--.--.--.--.--;None;None;0,006999143;0,999998898;0,201510535;0,400214865;0,656670327;0,234880311;0,540815282;0,591693574;0,749503103;1,269910607;0,769659389;1,374523081;1,873774848;0,626384703;0,609432878;1,75263811;0,95508818;1,888182884;0,720044098;0,842726909;3,430394698;2,469612512;4,744169185;3,414408876;;;;;;;;;;;;;;;;Good;0;Good;0,009;Good;0,659;Good;0,128;Good;0,395;Good;0,216;Good;0,014;;;;;Good;0,587;Good;0,576;Good;0,646;Good;0,657;Good;0,541;Good;1;Good;1;Good;0,996;Good;0,996
