;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India
1996-12-01;1,024256;1,078675;-33,515036;0,71676;-27,839327;-14,619784
1997-01-01;1,015828;1,076402;-1,373389;0,889137;2,061041;8,745495
1997-02-01;0,920336;0,98449;-4,958451;0,891938;2,835256;3,911763
1997-03-01;1,019374;1,067912;18,506756;0,967784;4,020402;1,821152
1997-04-01;0,97498;1,015045;0,223325;0,985817;19,712292;6,678727
1997-05-01;1,012153;0,933349;-0,453504;0,969435;2,063355;1,020611
1997-06-01;0,980271;0,740787;10,850041;1,154535;14,847111;13,412909
1997-07-01;1,024703;1,00911;12,132521;1,156975;15,458076;12,686379
1997-08-01;1,008624;1,033631;-47,869499;1,06979;-49,083707;-54,267213
1997-09-01;0,994433;0,982577;27,870858;1,262685;9,842467;3,165777
1997-10-01;1,035007;1,05574;22,184328;1,085428;15,633748;15,775067
1997-11-01;0,986965;1,054517;-2,243117;0,837821;-11,864449;-1,568531
1997-12-01;1,027254;1,073908;-31,218286;0,747671;-24,959896;-12,309692
1998-01-01;1,015162;1,060129;-4,589302;0,861061;-1,194977;5,727425
1998-02-01;0,925275;0,97627;-6,169193;0,896549;3,333473;3,889792
1998-03-01;1,01891;1,0618;18,156624;1,006234;16,837526;4,846595
1998-04-01;0,972705;0,996794;1,035698;0,992601;10,671727;6,824517
1998-05-01;1,012819;0,922214;-2,426378;0,939013;-1,735465;-1,531507
1998-06-01;0,97569;0,759382;11,566912;1,19288;19,176774;16,111849
1998-07-01;1,025531;1,012508;13,660778;1,151824;14,899845;12,433626
1998-08-01;1,009214;1,048017;-46,309976;1,064923;-50,126703;-53,687458
1998-09-01;0,994845;0,996762;27,847252;1,253841;9,840962;3,165033
1998-10-01;1,03555;1,065776;21,692108;1,038673;11,075874;13,329652
1998-11-01;0,983581;1,04612;-2,903512;0,869865;-7,782204;0,784653
1998-12-01;1,027922;1,067554;-30,982633;0,750382;-26,125088;-12,645916
1999-01-01;1,015975;1,044771;-6,337701;0,833065;-3,954921;2,783913
1999-02-01;0,92837;0,974213;-6,653259;0,900311;4,036183;3,869489
1999-03-01;1,02078;1,054875;18,662198;1,045233;19,587068;7,583101
1999-04-01;0,971701;0,980838;1,673927;0,996457;13,119046;6,833126
1999-05-01;1,015655;0,920948;-2,096059;0,942314;-0,786736;-1,469328
1999-06-01;0,97277;0,787679;11,979123;1,19061;19,232296;15,828976
1999-07-01;1,022491;1,01523;14,432377;1,111339;9,934323;9,284336
