;Europe * Francé;Europe * Spain;Europe * Greecà;Asia * China;Asia * Japon;Asia * India
2019-10-31;0,974481;0,945443;3,060991;1,030277;0,348213;0,789144
2019-11-30;0,974452;1,007816;-5,008377;0,999539;-5,953023;-2,840692
2019-12-31;0,964324;1,19826;-4,358099;0,993876;-1,228112;0,520797
2020-01-31;0,976976;1,050504;0,523191;1,005279;-5,422724;1,10327
2020-02-29;1,040945;0,956193;6,405609;1,002893;5,105597;-0,454666
2020-03-31;0,956495;1,147468;-8,599653;0,990124;-47,40355;8,32655
2020-04-30;0,63327;0,947293;-45,141101;1,006852;-56,830402;-5,763616
2020-05-31;0,537573;1,025322;-30,045476;1,007318;-34,529807;-1,38992
2020-06-30;0,812459;0,952465;-14,800814;1,002315;-14,472921;-1,233794
2020-07-31;0,875876;1,121173;-8,393959;1,001791;-10,710097;0,313923
2020-08-31;0,908324;0,97936;-14,127423;0,988777;-7,069952;-0,030404
2020-09-30;0,929604;0,762622;-6,037891;0,997799;-4,501798;4,969987
2020-10-31;0,943643;0,968797;-27,570894;1,006606;-8,864957;-1,988184
2020-11-30;0,951086;1,184281;-2,232643;0,996443;-5,912354;1,013557
2020-12-31;0,968593;1,02056;0,019015;1,003614;3,697787;3,428313
2021-01-31;1,001842;0,975461;-24,694726;0,998786;-6,660016;-2,554249
2021-02-28;0,984385;1,025827;-1,538585;1,001072;-0,789257;0,153627
2021-03-31;0,985101;1,025511;20,10977;1,022458;-3,336157;-4,504759
2021-04-30;0,999633;0,363983;7,72358;1,018999;4,49988;4,003051
2021-05-31;1,002393;0,941598;-7,026675;1,01182;-1,87985;-1,236719
2021-06-30;0,999537;0,993012;-0,498223;0,982882;2,457905;0,192457
2021-07-31;0,987659;0,969183;-9,320163;0,964317;-2,26332;-2,101387
2021-08-31;0,998259;1,008263;5,10805;0,984786;0,77127;2,737449
2021-09-30;0,994748;0,203712;-1,228082;1,00871;-3,106445;-3,343288
