;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroun;Africa * Guinée equatoriale;Africa * Namibie;Africa * Ethiopie;North America * USA;North America * Canada
1990-01-31;1,017042;0,99002;3,33464;2,455203;-4,016826;0,492559;0,996556;-0,104922;1;0,994482;-4,762594;0,94095;1,01449
1990-02-28;0,999503;1,010649;1,902423;-3,039538;1,236422;-0,101079;0,996153;0,350867;1;0,987511;0,402435;0,955429;1,007962
1990-03-31;1,035474;1,010229;9,639813;0,760807;2,997557;2,064166;0,998282;-0,045646;1;0,975944;5,391806;0,944879;1,001955
1990-04-30;1,000002;1,020757;-12,341519;-3,312271;1,926879;-1,873874;1,000981;-0,352076;1;1,152603;-4,089885;1,028248;0,994567
1990-05-31;0,990003;0,985779;-5,12773;6,228347;1,30034;0,9268;1,009269;0,381102;1;1,138919;4,001362;1,244471;0,986432
1990-06-30;0,991241;0,881717;-1,886324;-0,327107;14,086548;-2,641273;1,019845;1,078254;1;1,128727;-3,239149;0,991055;0,977204
1990-07-31;0,845266;0,112454;-6,633598;1,389752;0,701917;4,681034;0,980185;-1,47518;1;0,846635;-7,970478;1,025923;1,012543
1990-08-31;1,001116;0,601727;33,027242;-2,171775;-2,565152;-1,337471;0,986556;0,372628;1;0,833762;5,099355;1,012136;1,03176
1990-09-30;1,003593;1,081745;-23,440108;-1,416685;-27,860213;-3,228759;0,989027;-0,420485;1;0,810913;5,774637;0,955153;1,006525
1990-10-31;1,005548;1,021919;12,585432;3,717142;-6,151929;4,322944;1,01201;0,051467;1;1,056533;2,980102;0,928553;0,991348
1990-11-30;1,003812;0,994317;11,529713;5,191568;5,048346;3,654363;1,016576;0,80698;1;1,007174;2,814964;1,109422;0,990925
1990-12-31;1,004254;0,953726;-0,578713;-3,556556;0,554001;-3,399936;1,023445;2,18103;1;0,979002;-5,481803;0,843073;0,976956
1991-01-31;0,996567;0,9919;-0,289285;0,480244;0,535798;1,706698;0,978749;-0,499316;1;1,017144;-2,017965;1,038145;1,008894
1991-02-28;0,987576;0,991517;-2,581149;-0,566545;-0,081094;-2,710264;0,982851;-0,865963;1;1,011339;-5,899127;0,993778;0,999061
1991-03-31;0,995465;1,002987;-13,291592;-6,915118;-9,742121;-8,168289;0,981414;-2,930136;1;1,016385;2,933299;1,141283;1,001195
1991-04-30;1,001555;0,986093;0,202357;9,518914;18,405881;-0,026625;1,019443;0,681119;1;0,978767;-0,379463;0,959549;1,012478
1991-05-31;1,007519;1,014237;4,987164;-0,530901;-1,22236;-1,263165;1,006116;-0,133236;1;1,00022;32,224659;0,978052;1,005882
1991-06-30;1,007275;1,438582;-3,710448;-3,438995;4,244204;1,741947;0,992748;-1,648557;1;1,025631;-1,046243;1,100429;1,005448
1991-07-31;0,98827;1,043422;4,776585;-1,523799;4,989817;3,199463;1,008086;0,780285;1;0,975419;4,523166;0,925056;0,994029
1991-08-31;0,999961;0,950273;-3,862816;4,209092;-1,234376;1,820102;1,004894;0,324345;1;0,989959;-0,990418;0,916347;0,984553
1991-09-30;1,001798;0,763754;0,347609;12,516811;-20,818541;-1,454069;1,002522;-0,317927;1;0,996979;1,761895;1,060964;0,989163
1991-10-31;1,009072;0,949242;10,433116;4,822761;1,671521;-0,872277;0,997528;0,069658;1;1,007167;-5,75855;0,928814;1,006726
1991-11-30;0,997436;1,014897;-9,958578;-2,280155;-3,940222;-3,013411;0,988647;-0,181953;1;1,004535;-4,314064;0,895439;1,007855
1991-12-31;0,998293;1,03277;-10,467733;-5,565709;-11,824083;-0,655591;0,97772;-0,382218;1;1,010999;1,618834;1,155691;1,017385
1992-01-31;0,989809;0,997565;6,175432;1,674622;0,874157;-0,197502;1,021938;0,47327;1;0,985183;6,044687;1,029173;0,996658
1992-02-29;1,039261;1,008216;0,432558;0,744955;-1,235981;2,141414;1,01458;0,587741;1;1,000026;5,488396;1,260897;1,017878
1992-03-31;1,00564;0,980832;2,846295;-1,203071;4,090092;-0,165031;1,016713;0,33982;1;1,013728;-3,7638;0,853044;1,011323
1992-04-30;1,003664;0,991715;14,233819;-0,230655;2,914321;0,182599;0,982387;-0,681341;1;0,985438;-1,894536;1,267598;0,972521
1992-05-31;0,996715;1,035758;-4,325002;-0,849062;1,977504;-9,043398;0,982087;-0,54213;1;0,990243;-8,288211;0,910554;0,988666
1992-06-30;0,990351;1,005582;2,175569;0,801847;-4,777388;-0,793535;0,979108;-0,850035;1;0,990114;4,229336;0,895016;1,002588
1992-07-31;1,014193;0,999062;2,33799;2,039387;2,536071;1,314162;1,017254;0,706381;1;1,007862;5,158259;1,010393;0,991291
1992-08-31;1,00594;0,978611;-5,639868;-0,001443;-1,634104;-0,825412;1,013926;1,411261;1;1,023779;1,718982;1,015463;0,987992
1992-09-30;0,996583;0,948324;-8,338773;0,313621;0,111875;0,838487;1,016607;0,721169;1;1,046205;-4,01392;1,115428;1,005949
1992-10-31;0,977977;1,077728;-10,914723;-6,030161;2,196746;2,031512;0,983496;-1,598803;1;0,954795;-1,282407;1,078836;1,015256
1992-11-30;0,989095;0,962409;3,86242;-2,575313;-1,528566;-0,091215;1,001194;-0,113928;1;0,987341;28,529639;1,022056;1,018535
1992-12-31;0,998622;0,981192;3,338873;2,331521;-7,322306;1,521131;1,015119;0,712481;1;1,016779;-3,488964;0,926574;1,007563
1993-01-31;1,001054;1,026156;-29,631346;-4,769967;11,264246;-6,651189;0,977698;-0,287085;1;0,984601;3,198895;0,813981;0,969973
1993-02-28;1,017906;0,992893;8,946934;4,756896;2,374055;-0,057622;0,993307;-0,15558;1;0,984426;-9,827229;1,000087;0,975691
1993-03-31;0,992185;1,017923;2,075977;3,924036;-1,862496;-2,538328;1,014106;-0,342922;1;0,971882;-5,039319;1,084922;0,974312
1993-04-30;1,026979;1,00092;1,959508;2,290543;3,303027;4,178761;0,98683;-0,102919;1;1,031718;10,104077;1,373244;1,032887
1993-05-31;1,007311;0,990444;-20,142711;-3,102967;-1,374511;-8,169174;1,006288;0,639893;1;1,018929;6,98565;0,951334;0,988914
1993-06-30;0,994217;0,972472;-3,042464;2,075712;1,221025;-0,959068;1,01926;-0,004023;1;0,997622;-0,399471;1,002939;1,003042
1993-07-31;0,999522;1,0135;6,667762;0,787655;-4,624118;-1,531816;0,979852;-0,131635;1;0,995238;-20,490094;1,07017;1,026765
1993-08-31;0,977605;1,046194;1,19978;-2,98276;2,394201;9,943618;0,997963;4,858585;1;1,003635;0,447096;1,067547;1,004763
1993-09-30;0,97525;0,69566;12,101352;-1,304899;1,999173;3,372759;1,015103;-0,413559;1;0,977717;-3,04174;0,924178;1,002159
1993-10-31;0,996997;0,941445;-10,171522;-0,150659;0,416728;-5,462284;0,996796;-2,99996;1;1,017562;-26,107999;0,909473;0,993809
1993-11-30;1,011898;1,067351;-6,994637;-0,594754;-1,410841;-1,865744;1,007641;-0,769992;1;0,999774;3,740559;0,899918;1,003122
1993-12-31;1,032957;1,042731;7,598937;1,645249;4,771562;-0,317398;0,990117;0,497792;1;0,995776;0,907822;1,121271;1,009344
1994-01-31;1,011275;0,800737;-4,039406;-0,746752;-4,058874;0,47939;1,00688;0,447292;1;1,012509;-0,714748;1,094369;0,977627
1994-02-28;0,994886;1,002544;-21,35806;2,073832;0,158126;-0,404122;0,97442;0,074257;1;0,999266;4,215066;0,745628;0,990305
1994-03-31;1,001424;0,990943;16,353498;-3,609886;1,543536;3,697604;0,968949;-0,257964;1;0,990397;-21,013987;1,083023;1,008805
1994-04-30;0,990921;0,999371;-16,991836;2,213159;-8,502725;-1,168849;1,029639;-0,08009;1;1,009801;19,34594;0,750822;1,018597
1994-05-31;0,994447;0,922572;14,437998;-1,231499;-0,767131;3,023317;1,036465;0,091631;1;0,989355;2,891861;1,020915;0,984154
1994-06-30;1,020413;1,067392;9,495302;-0,281012;4,9874;0,855199;1,015422;0,383047;1;0,950014;-5,60455;1,115501;1,022502
1994-07-31;0,991426;1,007564;-9,85571;-1,383101;-3,412185;-4,325563;0,972153;-0,756428;1;0,997866;-3,05909;0,892397;0,998262
1994-08-31;1,000439;1,044821;6,761615;15,312856;1,835786;-0,555456;0,973954;0,662086;1;1,029528;-7,905291;0,897113;0,973499
1994-09-30;1,013766;0,798418;-6,612909;4,0452;-2,896372;-1,144482;0,959049;-0,265516;1;0,951159;5,728293;0,984273;1,006818
1994-10-31;0,992622;0,958241;0,721885;-3,256387;-15,813353;-5,158397;1,040018;-0,869939;1;1,011606;4,213412;1,128329;0,975721
1994-11-30;1,005346;0,995611;-0,103597;0,406159;1,760984;2,187977;1,038502;-0,066399;1;1,002051;-8,148351;1,002345;0,995764
1994-12-31;0,998713;0,9883;-4,203754;0,009268;4,417708;3,054019;1,0088;-0,075888;1;1,031659;9,037429;1,404947;1,010499
1995-01-31;0,989008;1,03413;1,6629;5,011143;2,507765;4,28115;0,979935;0,795379;1;0,993309;-0,736198;1,027392;1,03171
1995-02-28;0,990971;0,997759;-3,679633;-4,632314;0,085676;-1,084597;0,989487;1,412605;1;0,992689;1,963087;0,947553;0,972549
1995-03-31;1,016562;0,9796;0,039691;2,742869;-1,658872;1,035785;1,074864;3,219035;1;1,022908;-2,394324;0,927856;1,036131
1995-04-30;0,991599;0,979337;-1,076884;-7,660641;-15,9896;-4,37068;0,939856;-1,245062;1;0,983156;-7,946695;0,951391;0,889129
1995-05-31;1,001858;1,086534;8,363743;1,037772;1,304043;1,37068;1,013203;-0,348465;1;0,999464;1,50604;1,060714;1,044986
1995-06-30;1,012854;0,641133;5,779517;1,713683;-1,570757;0,719195;1,011144;0,333473;1;0,980548;0,813213;0,982294;0,980649
1995-07-31;0,984758;0,674072;-10,684168;1,358843;-3,705138;0,090643;0,982884;-0,164958;1;0,986824;1,92192;1,039962;0,925932
1995-08-31;1,005245;0,959593;4,234141;13,828797;4,701484;-2,999785;1,018066;-0,367064;1;1,144173;2,511935;1,043868;1,209007
1995-09-30;0,993205;1,103375;4,30633;-2,743723;-0,829171;0,883564;1,016386;-0,744178;1;1,018732;-1,434856;0,990054;0,880291
1995-10-31;1,014147;1,021481;-6,964454;-0,689187;-4,711603;1,443923;0,980507;0,855798;1;0,980658;1,468107;0,966013;1,029357
1995-11-30;1,100782;0,994583;8,405641;3,668966;4,902331;2,471645;0,972022;0,45069;1;1,024938;5,316648;1,092895;1,136466
1995-12-31;0,990284;0,967214;-18,595837;0,534046;1,1334;-6,796078;0,897213;-0,386496;1;1,132419;2,222272;0,883839;0,794471
1996-01-31;1,012068;0,994066;7,163197;0,481878;2,308482;-0,388226;1,042582;0,197483;1;1,019383;-7,014668;1,011951;1,011423
1996-02-29;0,995743;1,006636;4,311842;-2,786495;-5,8934;2,80187;1,109367;0,049152;1;0,987907;-3,537692;0,999069;1,01297
1996-03-31;0,986238;1,039301;-23,210661;-1,989459;-3,853146;-3,766736;0,978802;-0,408614;1;0,934872;2,665454;0,975208;0,941638
