;Europe * France;Europe * Spain;Europe * Greece;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroun;Africa * Guinée equatoriale;Africa * Namibie;Africa * Ethiopie;North America * USA;North America * Canada
1993-07-01;0,999522;1,013499;6,667763;0,787655;-4,624118;-1,531816;0,979838;-0,131632;1;0,995238;-20,490097;1,07017;1,026765
1993-08-01;0,977605;1,046194;1,199781;-2,98276;2,394201;9,943618;0,998;4,858584;1;1,003635;0,447092;1,067547;1,004763
1993-09-01;0,97525;0,695659;12,101352;-1,304899;1,999173;3,372759;1,015091;-0,41356;1;0,977717;-3,041746;0,924178;1,002159
1993-10-01;0,996997;0,941445;-10,171523;-0,150659;0,416728;-5,462284;0,996788;-2,999958;1;1,017562;-26,107969;0,909473;0,993809
1993-11-01;1,011898;1,067351;-6,994638;-0,594754;-1,410841;-1,865744;1,007638;-0,769986;1;0,999774;3,74056;0,899918;1,003122
1993-12-01;1,032957;1,042731;7,598937;1,645249;4,771562;-0,317398;0,990119;0,497804;1;0,995776;0,907832;1,121271;1,009344
1994-01-01;1,011275;0,800737;-4,039408;-0,746752;-4,058874;0,47939;1,006881;0,447278;1;1,012509;-0,714747;1,094369;0,977627
1994-02-01;0,994886;1,002544;-21,358063;2,073832;0,158126;-0,404122;0,97442;0,07425;1;0,999266;4,215039;0,745628;0,990305
1994-03-01;1,001424;0,990943;16,353503;-3,609886;1,543536;3,697604;0,96896;-0,257984;1;0,990397;-21,013988;1,083023;1,008805
1994-04-01;0,990921;0,999371;-16,991861;2,213159;-8,502725;-1,168849;1,029631;-0,080073;1;1,009801;19,345938;0,750822;1,018597
1994-05-01;0,994447;0,922573;14,437994;-1,231499;-0,767131;3,023317;1,036445;0,091642;1;0,989355;2,891859;1,020915;0,984154
1994-06-01;1,020413;1,067391;9,495299;-0,281012;4,9874;0,855199;1,015433;0,38305;1;0,950014;-5,604544;1,115501;1,022502
1994-07-01;0,991426;1,007564;-9,855713;-1,383101;-3,412185;-4,325563;0,972125;-0,756425;1;0,997866;-3,059074;0,892397;0,998262
1994-08-01;1,000439;1,044821;6,761613;15,312856;1,835786;-0,555456;0,974026;0,662088;1;1,029528;-7,905256;0,897113;0,973499
1994-09-01;1,013766;0,798418;-6,612911;4,0452;-2,896372;-1,144482;0,959026;-0,265513;1;0,951159;5,728349;0,984273;1,006818
1994-10-01;0,992622;0,958241;0,721883;-3,256387;-15,813353;-5,158397;1,040001;-0,869941;1;1,011606;4,213342;1,128329;0,975721
1994-11-01;1,005346;0,995611;-0,103597;0,406159;1,760984;2,187977;1,038496;-0,066413;1;1,002051;-8,14842;1,002345;0,995764
